statement_edition,statement_source,statement_text
"on Sunday, October 13th, 2013",Jennifer Parrish,"""Six years after unionization, 20,000 fewer children in Illinois were being served by the Child Care and Development Fund program.""
"
"on Saturday, October 12th, 2013", Citizens for Fairness,"Amanda Murphy has ""two vacation homes around the world.""
"
"on Saturday, October 12th, 2013", Florida Democratic Party,"Bill Gunter would ""drain millions from local public schools, and give our tax dollars to private, for-profit schools run by out-of-state corporations.""
"
"on Thursday, October 10th, 2013",Gail  Collins,"Louie Gohmert of Texas ""blamed the mass shooting at a movie theater in Colorado on ‘the ongoing attacks on Judeo-Christian beliefs.'""
"
"on Wednesday, October 9th, 2013",David Pennington,"Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.
"
"on Tuesday, October 8th, 2013",Ted Cruz,"""Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.""
"
"on Friday, October 4th, 2013",Jim Moran,"The growth in health care costs ""has been reined in through the Affordable Care Act.""
"
"on Tuesday, October 1st, 2013", Georgia Gun Owners,"Says ""Nathan Deal killed pro-gun bills in 2013.""

 
"
"on Monday, September 30th, 2013",Barack Obama,"""The United States Senate — Democrats and Republicans — (voted) to keep our government open.""
"
"on Friday, September 27th, 2013",Saxby Chambliss,"With Obamacare, ""we're fixing to get hit with the biggest entitlement program the American taxpayers have ever seen.""
"
"on Thursday, September 26th, 2013",David Dewhurst,"""I’ve been reducing the number of Democratic"" Texas Senate committee ""chairs since I came in"" as lieutenant governor.
"
"on Tuesday, September 24th, 2013", Texans for America's Future PAC,"""Thanks to (Rick) Perry's bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.""
"
"on Monday, September 23rd, 2013",Marco Rubio,"""The American people support defunding Obamacare and oppose shutting down the government.""
"
"on Monday, September 23rd, 2013",Mitch McConnell,"""The president’s own advisers have said there’s a war on coal.""
"
"on Monday, September 23rd, 2013",Jason Stanford,"Wendy Davis is ""the most popular politician in Texas.""
"
"on Sunday, September 22nd, 2013",Dale Kooyenga,"""We’ve used (generally accepted accounting principles) here in this building the last two years.""
"
"on Friday, September 20th, 2013", The Political Line,"""Since sequester began federal employment has been subtracting 6,000-7,000 jobs per month""
"
"on Thursday, September 19th, 2013",Terry McAuliffe,"""Cuccinelli wants to make all abortion illegal, even in cases of rape and incest, even to protect a woman’s health.""
"
"on Wednesday, September 18th, 2013",Chris Larson,"The Capitol Police force is ""going so far as to use paramilitary equipment"" in dealing with singing protesters in Madison
"
"on Wednesday, September 18th, 2013",Bill Foster,"""Tampa got more (federal housing) money because they scored higher on the blight scoring system, so they've got a much bigger problem than we do.""
"
"on Wednesday, September 18th, 2013",Scott Walker,"Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""
"
"on Friday, September 13th, 2013",John Kerry,"Says he ""opposed the president’s decision to go into Iraq"" in 2003.
"
"on Thursday, September 12th, 2013",Charlie Crist,"In 2012, the state ""put together a list of over 100,000 people that they thought were ineligible to vote. Came out there were less than 10.""
"
"on Wednesday, September 11th, 2013",Alan Grayson,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""
"
"on Tuesday, September 10th, 2013",Ted Yoho,"Chemical weapons have been used ""probably 20 times"" since the Persian Gulf War.
"
"on Friday, September 6th, 2013",Rick Scott,"""We will have the highest general revenue in state history next year. Conservative pro-growth policies work in our state.""
"
"on Thursday, September 5th, 2013",Jim Jordan,"Says Obama ""exempted Congress and their staff from the full effect of the (health care) law.""
"
"on Tuesday, September 3rd, 2013",Ted Cruz,"Obamacare-caused paperwork will annually absorb 190 million hours or more--and Mount Rushmore could be built 1,547 times over ""with the paperwork.""
"
"on Tuesday, September 3rd, 2013",Terry McAuliffe,"Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.
"
"on Wednesday, August 28th, 2013", National Republican Congressional Committee,"""Congressman Patrick Murphy voted to keep the scandal-ridden IRS in charge of enforcing Obamacare.""

 
"
"on Wednesday, August 28th, 2013",Janet Napolitano,"The 2010 DREAM Act failed despite ""strong bipartisan support.""
"
"on Wednesday, August 28th, 2013",Doug Stoner,"""I fought hard for that (state Senate) seat. I only lost by four points. I raised over $700,000.""
"
"on Tuesday, August 27th, 2013", Moms Demand Action for Gun Sense In America ,"The book Little Red Riding Hood is something ""that’s been banned in America,"" but not assault weapons.
"
"on Tuesday, August 27th, 2013", BookerFail,"""Three years after getting the $100 million (from Mark Zuckerberg), less than two-thirds of students in Cory Booker's Newark graduate.""
"
"on Tuesday, August 27th, 2013",Rene Garcia,"Miami-Dade County is the ""No. 1 donor county in the state.""
"
"on Sunday, August 25th, 2013",Alberta Darling,"Wisconsin’s criminal threshold for drunken-driving is ""way out of line"" with ""states surrounding us,"" which ""have the second offense as a felony.""
"
"on Thursday, August 22nd, 2013",Marco Rubio,"Says President Barack Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen.""
"
"on Wednesday, August 21st, 2013",Karen Handel,"""Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.""
"
"on Monday, August 19th, 2013",Ted Cruz,"""According to a recent Congressional Budget Office report, under Obamacare, 7 million people will lose their employer-sponsored insurance.""
"
"on Thursday, August 15th, 2013",Kanye West,"I have the most Grammys of anyone my age, but I haven't won one against a white person.
"
"on Wednesday, August 14th, 2013",Mitch McConnell,"Says Matt Bevin has repeatedly failed to pay his taxes.
"
"on Friday, August 9th, 2013",Jim Hightower,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an ""operational profit year after year.""
"
"on Friday, August 9th, 2013", Federation for American Immigration Reform,"""Unemployment has been on the rise throughout Wisconsin"" as Paul Ryan stepped up his advocacy of ""immigration increases.""
"
"on Wednesday, August 7th, 2013",Wendy Davis,"""Texas women make an average of $8,355 less per year than men doing the very same job.""
"
"on Monday, August 5th, 2013",Marco Rubio,"Under Obamacare, people who ""have a doctor they’ve been seeing for the last 15 or 20 years, they won’t be able to keep going to that doctor.""
"
"on Monday, August 5th, 2013",Terry McAuliffe,"A judge took the Star Scientific tax case away from Ken Cuccinelli
"
"on Friday, August 2nd, 2013",Dan Patrick,"Says the 2014-15 state budget ""cut border security and funding to fight criminal gangs.""
"
"on Friday, August 2nd, 2013", Florida Democratic Party,"Rick Scott ""increased tuition at our state colleges and universities by double digits.""
"
"on Thursday, August 1st, 2013",Marco Rubio,"""Even the employees’ union for the IRS -- the very people in charge of enforcing this law -- are begging to be let out from under this law.""
"
"on Thursday, August 1st, 2013",Tom Pauken,"""Our recent state budgets have far exceeded population and inflation growth.""
"
"on Wednesday, July 31st, 2013",Louie Gohmert,"Says a Justice Department memo ""directs that you must openly embrace gay marriage and homosexuality.""
"
"on Tuesday, July 30th, 2013", Bloggers,"Ninety million Americans either aren’t working or aren’t looking for work.
"
"on Friday, July 26th, 2013", Portlanders for Water Reform,"Says the reasoning behind Portland's high water and sewer rates is ""all kinds of ’pet projects’ unrelated to the core function of the water and sewer bureaus""
"
"on Thursday, July 25th, 2013", Americans for Prosperity,"Patrick Murphy voted for Obamacare in 2010, ""yet he reversed himself and voted to delay"" the employer mandate and the individual mandate.
"
"on Tuesday, July 23rd, 2013",Roger Williams,"Says Obama policies contributed to gas prices rising from $1.89 in January 2009 to $3.51 today.
"
"on Monday, July 22nd, 2013", Democratic Party of Virginia,"""In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist."" 
"
"on Thursday, July 18th, 2013",Lincoln Chafee,"
	Farming is ""one of the fastest growing areas of our economy.""
"
"on Wednesday, July 17th, 2013", Tweets,"""In the 513 days between Trayvon dying, and today’s verdict, 11,106 African-Americans have been murdered by other African-Americans.""
"
"on Wednesday, July 17th, 2013",John Boehner,"
	""This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.""
	 
"
"on Monday, July 15th, 2013",Terry McAuliffe,"
	""Women still earn about 77 cents for every dollar a man earns for working the same job.""
"
"on Sunday, July 14th, 2013",Patricia Morgan,"
	In Rhode Island, 9 percent of workers use the state's temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.
"
"on Friday, July 12th, 2013", Judicial Watch,"
	""A little-known unit of the Department of Justice, the Community Relations Service, was deployed to Sanford, FL, following the Trayvon Martin shooting to help organize and manage rallies and protests against George Zimmerman.""
"
"on Wednesday, July 10th, 2013",Jonathan Stickland,"
	Says Texas has more than 80,000 abortions each year.
"
"on Wednesday, July 10th, 2013",Bill Johnson,"Most Americans want ""traditional marriage,"" as defined by the Defense of Marriage Act.
"
"on Tuesday, July 9th, 2013",Jimmy Carter,"
	Women in the United States are paid about 70 percent of what men earn for the same work.
"
"on Tuesday, July 2nd, 2013", National Republican Senatorial Committee,"
	Michelle Nunn has praised the Occupy movement.
"
"on Friday, June 28th, 2013",Jimmy Carter,"
	The Southern Baptist Convention voted 13 years ago ""that women were inferior and had to be subservient to their husbands.""
"
"on Thursday, June 27th, 2013",Ted Cruz,"
	The Senate immigration bill ""has immediate legalization ... and the border security is sometime in the future, and just like in 1986, it's designed never to come into being.""
"
"on Thursday, June 27th, 2013",Jerry Patterson,"Says unsuccessful Texas abortion legislation ""was supported by a majority of"" Texans.
 
"
"on Friday, June 21st, 2013",Michael McCaul,"Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to ""release hundreds of dangerous criminals into our communities.""
"
"on Thursday, June 20th, 2013",Dana Rohrabacher,"
	On immigration reform, Marco Rubio ""all along has been saying, 'We have to have border security first' "" and then ""he gets on Spanish TV, he ends up saying, 'No, no. That will never get in the way.' ""
"
"on Thursday, June 20th, 2013",Chris Larson,"
	The Wisconsin Economic Development Corp. ""cannot account for creating one single job.""
"
"on Wednesday, June 19th, 2013",Mike  Rogers,"
	The IRS scandal ""clearly showed some criminal behavior.""
"
"on Wednesday, June 19th, 2013",Rick Perry,"
	Says New York has ‘bureaucrats telling you whether you can even drink a Big Gulp.’
"
"on Tuesday, June 18th, 2013",Bill Nelson,"
	If Gov. Rick Scott activates ""the National Guard in anticipation of a federal disaster, the state’s costs, including the costs to recall any furloughed guardsmen, will be fully reimbursable by FEMA.""
"
"on Monday, June 17th, 2013",Morgan Griffith,"
	""The Government Accountability Office estimated (Obamacare) will add to the long-term deficit by $6.2 trillion.""
"
"on Monday, June 17th, 2013",Angela Bean,"
	A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.
"
"on Sunday, June 16th, 2013",Scott Walker,"
	Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""
"
"on Saturday, June 15th, 2013",Kitty Rhoades,"
	Wisconsin is ""not walking away from a dime"" in federal funds by rejecting the Obamacare Medicaid expansion.
"
"on Saturday, June 15th, 2013", Oregon Republican Party,"
	Says a group ""estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion.""
"
"on Friday, June 14th, 2013",Jim Bridenstine,"""This president spends 30 times as much money on global warming research as he does on weather forecasting and warning.""
"
"on Friday, June 14th, 2013",Bernard Jackvony,"""There hasn’t been a Republican in the legislature or the City Council in Providence in over 30 years.""
"
"on Tuesday, June 11th, 2013",Rush Limbaugh,"""One person, Kathleen Sebelius, was going to determine whether or not"" 10-year-old lung patient Sarah Murnaghan would live or die.
"
"on Friday, June 7th, 2013",Michael Sullivan,"
	Says Texas lawmakers agreed to cut state's rainy day fund in half, spending ""$4 billion from current $8 billion.""
"
"on Thursday, June 6th, 2013",Jim McDermott,"
	""During the Bush administration, liberal groups were targeted"" by the IRS, similar to recent targeting.
"
"on Tuesday, June 4th, 2013", Democratic National Committee,"
	""Republicans actually doctored emails between administration officials about Benghazi. Then, they released them to the press, trying to pass them off as real.""
"
"on Tuesday, June 4th, 2013", National Republican Congressional Committee,"
	U.S. Rep. John Barrow’s plan ""puts the IRS in charge of your health care.""
"
"on Friday, May 31st, 2013",Rick Perry,"
	Says 13 Texas universities ""have announced or implemented a $10,000 degree.""
"
"on Thursday, May 30th, 2013", Republican Party of Florida,"
	""Two weeks after signing a taxpayer protection pledge, (Charlie Crist) breaks it.""
"
"on Tuesday, May 28th, 2013",Jim Sensenbrenner,"
	An 11-year-old girl was investigated by the FBI and had to pay a $500 federal criminal fine ""because she found an injured woodpecker and put it in a cage to make sure that the bird was OK.""
"
"on Tuesday, May 28th, 2013",Mark Warner,"
	Says 70,000 children ""have lost their Head Start slots"" because of the sequester.
"
"on Sunday, May 26th, 2013", Meals on Wheels of Rhode Island,"
	""Half of all hospitalized seniors are suffering from malnutrition so severe that it either caused their illness or it prevents them from getting better.""
"
"on Friday, May 24th, 2013",Greg Walden,"
	Says ""we allow more people into America legally than all other countries on the planet combined.""
"
"on Friday, May 24th, 2013",Bill Ratliff,"
	""We have one charter school that for seven years has been rated unacceptable.""
"
"on Friday, May 24th, 2013",Bill Hammond,"
	Says only 25 percent of Texas high school students graduate prepared for college or careers.
"
"on Thursday, May 23rd, 2013", Marylanders to Prevent Gun Violence Education Fund,"
	A law that mandates fingerprinting for gun purchasers is ""a requirement that's reduced gun crimes in the five states where it's the law.""
"
"on Wednesday, May 22nd, 2013",Rand Paul,"
	Says Hillary Clinton ""was asked repeatedly to provide security in Benghazi on several occasions, including direct cables.""
"
"on Tuesday, May 21st, 2013",Leticia Van de Putte,"
	Says Texas high school graduates must pass Algebra II to be eligible for automatic admission to state's public universities.
"
"on Monday, May 20th, 2013",Rick Scott,"
	""We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.""
"
"on Monday, May 20th, 2013",Michele Bachmann,"
	""The IRS will have the ability potentially"" to deny or delay health care.
"
"on Sunday, May 19th, 2013",Tom Barrett,"
	A state report’s ""projection is that approximately half of public employees"" would live outside municipal boundaries in a decade if the state bans local residency requirements.
"
"on Sunday, May 19th, 2013",David Cicilline,"
	Historically, the Social Security tax has been assessed on about 90% of U.S. income. Now it captures 83% because there's been such a growth of income among the highest earners.
"
"on Thursday, May 16th, 2013",Lee Leffingwell,"
	Says nearly 1 million people are ""coming to town"" in the next 20 years.
"
"on Tuesday, May 14th, 2013",Barack Obama,"
	""Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of"" the Benghazi incident.
"
"on Monday, May 13th, 2013",Jay Carney,"
	When Susan Rice spoke about Benghazi on Sunday news shows, she said ""that al-Qaida might be involved, or other al-Qaida affiliates might be involved, or non-al-Qaida Libyan extremists, which I think demonstrates that there was no effort to play that down.""
"
"on Saturday, May 11th, 2013", Portland Association of Teachers,"
	Says ""Did you know that if you accepted the District's proposal today you would have NO pay increase for 4 years? Seven years of frozen wages = Disrespect.""
"
"on Friday, May 10th, 2013", National Republican Senatorial Committee,"
	U.S. Rep. John Barrow of Georgia has helped support the implementation of ""Obamacare.""
"
"on Tuesday, May 7th, 2013",Ron Maag,"
	Employees in ""workplace freedom"" states make more money
"
"on Tuesday, May 7th, 2013",Chris Clark,"
	In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.
"
"on Monday, May 6th, 2013", Bloggers,"
	""Pentagon confirms they may court martial soldiers who hold Christian faith.""
"
"on Sunday, May 5th, 2013",Ed Doyle,"
	Proposed gun control legislation ""will outlaw practically every firearm, make you pay $100 per firearm, put you into a police database"" and make it ""nearly impossible"" to get a permit to carry a concealed weapon.
"
"on Friday, May 3rd, 2013", Broward Democratic Executive Committee,"
	Broward County was one of three counties in the nation ""pivotal to an Obama victory"" in 2012.
"
"on Friday, May 3rd, 2013",Randy Forbes,"
	The U.S. Army had a training program that put ""evangelical Christians, Catholics and Mormons in the same category of religious extremism as we do al-Qaida.""
"
"on Friday, May 3rd, 2013",Dustin  Inman Society,"
	U.S. Sen. Lindsey Graham says South Carolina ""has a labor shortage and wants more immigration.""
"
"on Sunday, April 28th, 2013",Ron Johnson,"
	A recent study of a proposed cap-and-trade policy’s effect on Wisconsin consumers showed it could ""raise gasoline prices by 141 percent and electricity rates by 171 percent"" by 2030.
"
"on Friday, April 26th, 2013",Tom Cotton,"
	""In barely four years in office, five jihadists have reached their targets in the United States under Barack Obama,"" compared to zero ""in over seven years after 9/11 under George W. Bush.""
"
"on Friday, April 26th, 2013",Eric Cantor,"
	""Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.""
"
"on Friday, April 26th, 2013",Mark Pocan,"
	""Not one dime gets added to the deficit because of Social Security.""
"
"on Wednesday, April 24th, 2013",Randi Weingarten,"
	""Schools in some states are spending up to 100 days a year doing test-prep or actual testing.""
"
"on Sunday, April 21st, 2013",Michael Chippendale,"
	If an individual is determined ""to commit suicide, the availability of a gun is not a factor"" because they will find a way.
"
"on Thursday, April 18th, 2013", National Rifle Association,"The Manchin-Toomey amendment ""would have criminalized certain private transfers of firearms between honest citizens, requiring lifelong friends, neighbors and some family members"" to get government approval.
"
"on Thursday, April 18th, 2013",John Duncan,"
	""Well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households.""
"
"on Wednesday, April 17th, 2013",Marco Rubio,"
	Ché Guevara ""wrote extensively about the superiority of white Europeans over people of African descent.""
"
"on Wednesday, April 17th, 2013",David Dewhurst,"
	Says Texas ""school systems"" lose 45 days a year on testing.
"
"on Wednesday, April 17th, 2013",Nelson Wolff,"
	Says uncompensated health care costs absorbed by Texas hospitals are adding $1,800 a year to Texas private insurance rates.
"
"on Monday, April 15th, 2013",George Will,"Wisconsin education agency ""urged white students to wear white wristbands ‘as a reminder about your (white) privilege.’ ""



 



 
"
"on Monday, April 15th, 2013", NARAL Pro-Choice Virginia,"
	Abortion coverage is a standard insurance benefit ""in nearly 90 percent of private plans sold in the U.S.""
"
"on Thursday, April 11th, 2013",Chris Christie,"
	""The people who were running the budget, in the Corzine years, decided to steal from the unemployment trust fund. … As did other Governors before. We simply don’t do that, haven’t done it, and won’t permit it.""
"
"on Wednesday, April 10th, 2013",Frederica Wilson,"
	""Congresswoman Frederica Wilson successfully postpones closure of the North Perry airport tower.""
"
"on Tuesday, April 2nd, 2013",Will Weatherford,"
	""Almost 1,000 people a day"" are moving to Florida ""because they are more free here than they are in some other states.""
"
"on Monday, April 1st, 2013",Rick Perry,"
	""Only three in 10 Texas doctors are currently accepting new Medicaid patients.""
"
"on Monday, April 1st, 2013",Joe Barton,"Says U.S. greenhouse gas ""emissions are at 20-year lows.""
"
"on Tuesday, March 26th, 2013",James Bell,"Every day, ""about 100 people will be arrested for possession of marijuana in Georgia.""
"
"on Wednesday, March 20th, 2013",Drew Springer,"
	Says bag litter increased after San Francisco banned single-use shopping bags.
"
"on Tuesday, March 19th, 2013",Doug Holder,"
	""Nearly 25 percent of all automobile accidents are caused by texting while driving.""
"
"on Saturday, March 16th, 2013",Joseph Levy,"Says indoor workers get ""less UV than outdoor workers, but they get more melanomas.""
"
"on Friday, March 15th, 2013",Marco Rubio,"
	""The Chinese government provides their people no access to the Internet.""
"
"on Friday, March 15th, 2013",Steve Stockman,"
	Says president is ‘spending $2.2 billion to give away ""ObamaPhones."" ’
"
"on Friday, March 15th, 2013",Will Weatherford,"
	Eighty-five percent of Floridians who will benefit from expanding Medicaid are ""single, childless adults.""
	 
"
"on Tuesday, March 12th, 2013",Eric Cantor,"
	""Over the last 20 years, the world has changed. It used to be that one could make a career out of working for one company. Today, the average worker stays at his or her job for barely four years.""
"
"on Sunday, March 10th, 2013",Barbara Buono,"
	""Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.""
"
"on Wednesday, March 6th, 2013",Garnet Coleman,"
	Says Texas has the most uninsured people of any state -- 6 million.
"
"on Sunday, March 3rd, 2013",Carolyn Medeiros,"
	""There's a tax credit of $2,400 to bond [former inmates] that an employer would get for hiring a convicted felon. There's a federal bonding program -- you can get $5,000 to $25,000 in federal money to hire a convicted felon. And there's federal grants for felons to set up their own small businesses.""
"
"on Friday, March 1st, 2013",Ami Bera,"
	Due to the sequester, ""people are going to be unsafe. Homes are going to burn.""
"
"on Friday, March 1st, 2013",Arne Duncan,"
	""There are literally teachers now who are getting pink slips"" because of sequestration.
"
"on Thursday, February 28th, 2013",Kevin McCarthy,"
	Says the federal government is earning more tax revenue now ""than any other time.""
"
"on Wednesday, February 27th, 2013",Greg Walden,"Says ""Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon?""
"
"on Friday, February 22nd, 2013",Barack Obama,"
	If the sequester hits, federal prosecutors will have to ""let criminals go.""
"
"on Friday, February 22nd, 2013", Florida Conference of Catholic Bishops,"
	""In other jurisdictions where (a domestic partnership registry) has been enacted, we have seen that fewer people enter into marriage.""
"
"on Wednesday, February 20th, 2013",Wayne LaPierre,"
	Says after Hurricane Sandy, New York Mayor Michael Bloomberg ""refused to allow the National Guard into the city to restore civil order because Guardsmen carry guns!""
"
"on Wednesday, February 20th, 2013",Wayne LaPierre,"""The president flagrantly defies the 2006 federal law ordering the construction of a secure border fence along the entire Mexican border.""
"
"on Wednesday, February 20th, 2013",David Plouffe,"
	""The group that supported the president’s health care bill the most? Latinos.""
"
"on Monday, February 18th, 2013",John Cornyn,"
	Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: ""This is not a filibuster.""
"
"on Monday, February 18th, 2013",Marco Rubio,"
	""Agriculture has always required a significant workforce from abroad.""
"
"on Monday, February 18th, 2013",Marco Rubio,"
	The United States does ""not have a system through which growers and dairies can bring a workforce legally into the U.S.""
"
"on Sunday, February 17th, 2013",Brian Patrick Kennedy,"
	Employers and schools have no right to conduct ""surveillance of a dorm room or a worker’s cubicle.""
"
"on Friday, February 15th, 2013", Wisconsin Manufacturers and Commerce,"Wisconsin’s laws ""ranked the worst in the world for mining investment.""
"
"on Wednesday, February 13th, 2013", Sacramento Bee Editorial Board,"
	Says Texas has the nation’s most uninsured residents.
"
"on Wednesday, February 13th, 2013",Ed FitzGerald,"
	Says he was the first local official to endorse Barack Obama
"
"on Friday, February 8th, 2013",Bob McDonnell,"
	""The brutal fact is, when it comes to education, America is slipping"" behind other nations.
"
"on Thursday, February 7th, 2013",Paul Ryan,"
	""We’re taxing our small businesses now at rates higher than corporations.""
"
"on Friday, February 1st, 2013", Texas Federation of Republican Women,"
	Says that 9 million to 50 million undocumented immigrants live in the United States.
"
"on Thursday, January 31st, 2013",Rush Limbaugh,"Research shows that ""a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and that's what they support.""
"
"on Thursday, January 31st, 2013",David A. Clarke Jr.,"
	""I had to lay off 48 people last year,"" which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.
"
"on Wednesday, January 30th, 2013", Americans for a Strong Defense,"
	Says Chuck Hagel has called for ""an end to our nuclear program.""
"
"on Sunday, January 27th, 2013",Chris Larson,"A Republican-sponsored Wisconsin mining bill ""will take at least seven years to create jobs.""
 
"
"on Saturday, January 26th, 2013",Gayle Atteberry,"
	Says ""Abortion clinics in Oregon, as in most states, have no state oversight and are not held to basic health or safety standards.""
"
"on Wednesday, January 23rd, 2013",Bernie Sanders,"
	""Poverty levels (are) at an all-time high.""
"
"on Wednesday, January 23rd, 2013",George P. Bush,"
	Says Texas will be ""majority Hispanic in six years.""
"
"on Tuesday, January 22nd, 2013",Hank Johnson,"
	Social Security has nothing to do with the federal deficit.
"
"on Thursday, January 10th, 2013",Jim Renacci,"
	Obamacare includes ""a $63 charge every American will begin paying (in 2013) as a way to cover some of the increased costs associated with providing health insurance to those with pre-existing conditions."" 
"
"on Tuesday, January 8th, 2013", Emergency Committee for Israel,"
	""While President Obama says all options are on the table for preventing a nuclear Iran, Hagel says military action is not a viable, feasible, responsible option.""
"
"on Sunday, January 6th, 2013", Environment New Jersey,"""Hurricane Sandy, the most destructive Atlantic storm ever.""
"
"on Sunday, December 23rd, 2012",Steve Lonegan,"
	""The price tag amounted to nearly $4,200 for every man, woman and child in the state.""
"
"on Thursday, December 20th, 2012",Lenny Curry,"
	Says Charlie Crist and Missouri Rep. Todd Akin ""hold same abortion views. No exception except the life of the mother.""
"
"on Wednesday, December 19th, 2012",Marina Dimitrijevic,"
	Thanks to actions by the Milwaukee County Board on the 2013 budget, the amount of county taxes on the average home in the city of Milwaukee ""would be a $19 decrease.""
"
"on Sunday, December 16th, 2012",Kelly  Ayotte,"
	President Barack Obama’s Fiscal Year 2013 budget proposal ""couldn't get support from either party in the House or the Senate.""
"
"on Friday, December 14th, 2012", Pew Environment Group,"""In recent years, menhaden numbers along our coast have plummeted by 90 percent.""
"
"on Thursday, December 13th, 2012",Robert Singer,"
	""More than 50 percent of those people getting minimum wage in this state are high school students.""
"
"on Monday, December 10th, 2012",Jeanne Shaheen,"
	Social Security has not contributed to the debt and the deficits.
"
"on Thursday, December 6th, 2012",Todd Hunter,"
	Says real estate taxes were put in place to pay for Obamacare.
"
"on Sunday, December 2nd, 2012",Scott Walker,"
	Says he first unveiled his new legislative agenda in Wisconsin, not in California as critics complain
	 
"
"on Sunday, December 2nd, 2012",John Wisniewski,"
	Says in January 1992, George H. W. Bush ""probably had a 90 percent or even higher approval rating after the first Gulf War.""
"
"on Friday, November 30th, 2012", Texas Values,"
	Says legislation supported by gay rights activists would strip ""mother"" and ""father"" from future Texas birth certificates.
"
"on Friday, November 30th, 2012",John  Kitzhaber,"
	Says the state is required ""pick up 70 percent of the cost"" of K-12 education.
"
"on Sunday, November 25th, 2012",Jon Erpenbach,"
	Says Gov. Scott Walker has ""led people to believe that if Wisconsin doesn’t implement a (health-care) exchange, Obamacare doesn’t happen here.""
	
	 
"
"on Sunday, November 25th, 2012",Frank Lautenberg,"
	Says because of Hurricane Sandy in Atlantic City ""much of that boardwalk no longer exists -- just the pillars where the boardwalk used to be.""
	 
"
"on Tuesday, November 20th, 2012",Sam Adams,"
	Says the initial Portland plastic bag ban represented ""only a modest share of total single-use checkout bag use.""
"
"on Monday, November 12th, 2012",Jason Isaac,"
	Says that over the past 20 years, Texas public school spending rose 142 percent and per-pupil spending more than tripled when adjusted for inflation.
"
"on Thursday, November 8th, 2012",Charlie Crist,"
	Says Jeb Bush ""extended early voting"" after seeing ""long lines.""
"
"on Monday, November 5th, 2012", Priorities USA Action,"
	""Mitt Romney made over a hundred million dollars by shutting down (a Marion, Ind. paper) plant.""
"
"on Saturday, November 3rd, 2012", New Hampshire Democratic Party,"
	Says Ovide Lamontagne wants to eliminate kindergarten.
"
"on Friday, November 2nd, 2012",Allen West,"""After Patrick Murphy’s charges were dropped, Murphy’s father gave the prosecutor a huge campaign donation.""
"
"on Friday, November 2nd, 2012", Planned Parenthood Action Fund,"
	Says Mitt Romney wants to ""get rid of Planned Parenthood.""
"
"on Thursday, November 1st, 2012", Voters First Ohio,"
	Says the NAACP's Ohio chapter has endorsed Issue 2.
"
"on Thursday, November 1st, 2012",Tere McCann,"
	Says opponent Chad Chadwell ""wants condom techniques demonstrated to your children.""
"
"on Wednesday, October 31st, 2012", House Majority PAC,"
	Says Charlie Bass supports Paul Ryan plan that forces seniors to pay $6,400 a year more for health care so millionaires can pay less in taxes.
"
"on Tuesday, October 30th, 2012",Tommy Thompson,"
	Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he ""had nothing to do with"" that provision in the law.
"
"on Monday, October 29th, 2012", Republican Governors Association,"Says Maggie Hassan pays zero property taxes on her $500,000 home.
"
"on Friday, October 26th, 2012",Tommy Thompson,"
	Says when he was governor, ""most of the Democrats"" voted for his billion-dollar property-tax cuts, but U.S. Senate rival Tammy Baldwin ""voted against it.""
	 
"
