statement_edition,statement_source,statement_text
"on Tuesday, December 2nd, 2014", Facebook posts,"""794 law enforcement officers have fallen in the line of duty since B.H. Obama took office, with no special recognition from the White House.""
"
"on Monday, November 24th, 2014", Facebook posts,"A sign in Dearborn, Mich., for the Advancement of Islamic Agenda for America says, ""Allah be praised. America we will kill you all and nothing you can do to stop it.""
"
"on Thursday, November 20th, 2014",Mike Martinez,"Austin mayoral candidate Steve Adler has ""never been active in anything that has to do with City Hall.""
"
"on Wednesday, November 19th, 2014",Thom Hartmann,"""The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.""
"
"on Monday, November 17th, 2014", AmericanNews.com,"""Congress Approves Bill Offering Free Cars To Welfare Recipients.""
"
"on Tuesday, November 11th, 2014", AmericanNews.com,"""According to recent reports, a group of death panels organized under Obamacare ordered their first execution.""
"
"on Monday, November 10th, 2014", Breitbart,"Loretta Lynch, the new nominee for attorney general, ""was a member of Bill Clinton's defense team during the 1992 Whitewater corruption probe.""
"
"on Thursday, October 30th, 2014", NARAL Pro-Choice America,"""If Cory Gardner gets his way, you'd better stock up on condoms.""
"
"on Tuesday, October 21st, 2014", Chain email,"The Affordable Care Act says that ""at age 76 when you most need it most, you are not eligible for cancer treatment. …  Cancer hospital will ration care according to the patient's age.""
"
"on Sunday, October 19th, 2014",David Dewhurst,"""Prayer rugs have recently been found on the Texas side of the border in the brush.""
"
"on Sunday, October 19th, 2014", Local 799 of the International Assoc. of Fire Fighters ,"""Elorza wants to teach our public school children about the ‘non-existence of God.’""
"
"on Friday, October 17th, 2014",Leticia Van de Putte,"""In 2013,"" Dan Patrick voted ""against funding to test the backlog of rape kits, allowing rapists to walk free.""
"
"on Thursday, October 16th, 2014", Chain email,"""2014 Federal Tax Refunds To Be Delayed Until October 2015.""
"
"on Tuesday, October 14th, 2014",Donald Trump,"Says President Barack Obama’s recent New York fundraising trip ""cost between $25 million and $50 million.""
"
"on Friday, October 10th, 2014",Duncan Hunter,"""At least 10 ISIS fighters have been caught coming across the Mexican border in Texas"" and there are ""dozens more that did not get caught by the Border Patrol.""
"
"on Wednesday, October 8th, 2014",Morgan Brittany,"""According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.""
"
"on Wednesday, October 8th, 2014", Democratic Congressional Campaign Committee,"Says U.S. Rep. Steve Southerland ""voted himself health care for life.""
"
"on Wednesday, October 1st, 2014",William Benson Huber,"The non-profit group Feeding America is lying when it claims ""that one in five kids is fighting starvation daily"" in the United States.  


 
"
"on Wednesday, October 1st, 2014", National Rifle Association,"""Mary Landrieu voted to take away your gun rights.""
"
"on Friday, September 26th, 2014",David Perdue,"""Michelle Nunn’s own plan says she funded organizations linked to terrorists.""
"
"on Thursday, September 25th, 2014",Wendy Davis,"""Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.""
"
"on Thursday, September 25th, 2014",Bill Cassidy,"Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.
"
"on Wednesday, September 24th, 2014", Facebook posts,"Congress includes 36 people accused of spousal abuse, 84 arrested for drunk driving in the past year, 71 with terrible credit and more.
"
"on Tuesday, September 23rd, 2014", Bloggers,"Was Martha Kanter ""dispatched to Corvallis with $17 million in stimulus money"" to save Craig Robinson’s job?
"
"on Monday, September 22nd, 2014",Rick Scott,"A Scott Rothstein victim says that he was ""swindled"" by Charlie Crist.
"
"on Sunday, September 21st, 2014",Todd Staples,"""To deprive"" underprivileged children ""of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.""
"
"on Friday, September 19th, 2014",Tom Cotton,"Says ""President Obama hijacked the farm bill (and) turned it into a food stamp bill.""
"
"on Thursday, September 18th, 2014",Mika Brzezinski,"""Super Bowl Sunday has the highest rate of domestic violence.""
"
"on Thursday, September 18th, 2014", Bloggers,"""Three of five detainees swapped (for Bowe Bergdahl) are now ISIS leaders.""
"
"on Thursday, September 18th, 2014",Lois Frankel,"Recently Rick Scott ""closed 30 women’s health care centers across the state.""
"
"on Monday, September 15th, 2014",Dan Patrick,"""As chair of the Senate Education Committee, I led the charge to restore most of the education cuts from last session.""
"
"on Thursday, September 11th, 2014", Facebook posts,"A flight from Atlanta to Houston was canceled due to a ""terrorist dry run.""

 
"
"on Wednesday, September 3rd, 2014", Facebook posts,"""McDonald’s hamburgers are only 15 percent ‘real beef.’ The other 85 percent is meat filler cleansed with ammonia, which causes stomach and intestinal cancer.""
"
"on Wednesday, September 3rd, 2014",Mark Begich,"Says Dan Sullivan approved a ""light sentence"" for a sex offender who got out of prison and is now charged with a gruesome murder and sexual assault.
"
"on Tuesday, September 2nd, 2014", Bloggers,"""Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.""
"
"on Wednesday, August 27th, 2014", Chain email,"Says Iowa Gov. Terry Branstad chartered a plane to remove 124 young illegal immigrants from his state and take them back to Honduras.
"
"on Wednesday, August 20th, 2014", Republican Party of Florida,"Obamacare ""prevents (Florida) from regulating insurance.""
"
"on Tuesday, August 19th, 2014", Bloggers,"Documents released by Edward Snowden reveal that American, British and Israeli intelligence agencies worked together to create the Islamic State.

 
"
"on Sunday, August 17th, 2014", Occupy Democrats,"Says Ted Cruz ""was just bribed by the Kochs to introduce a bill that would give them and their allies America’s national forests, parks, and other public lands and open them for mining, drilling, fracking and logging.""
"
"on Friday, August 15th, 2014",Gary Lambert,"Says Marilinda Garcia supports ""$150 billion in new taxes.""
"
"on Friday, August 15th, 2014",Tucker Carlson,"""Far more children died last year drowning in their bathtubs than were killed accidentally by guns.""
"
"on Thursday, August 14th, 2014", Chain email,"Says the former president of the Czech Republic said the American people were a ""confederacy of fools"" for electing Barack Obama. 
"
"on Thursday, August 14th, 2014", Tweets,"The wife of the Ferguson, Mo., police chief said African-Americans in Ferguson ""are feral and violent.""

 
"
"on Monday, August 11th, 2014", Bloggers,"Says George Soros and Bill Gates are funding a bioweapons lab in Sierra Leone that caused the Ebola outbreak.
"
"on Thursday, August 7th, 2014",Rand Paul,"""I haven’t really proposed (phasing out aid to Israel) in the past.""
"
"on Thursday, August 7th, 2014",Eugene Sepulveda,"Austin mayoral candidate ""Mike Martinez takes corporate money.""
"
"on Wednesday, August 6th, 2014", Bloggers,"President Barack Obama’s latest executive order ""mandates the apprehension and detention of Americans who merely show signs of ‘respiratory illness.’ ""
"
"on Tuesday, August 5th, 2014", Oxfam Ireland,"Women ""own just 1 percent of the world’s land.""
"
"on Tuesday, August 5th, 2014",Katie Pavlich,"The Consumer Financial Protection Bureau ""passed a rule giving the agency unprecedented power to shut down businesses, no matter what the reason, at any time it wishes.""
"
"on Monday, August 4th, 2014",Scott Walker,"""Mitt Romney did not run his campaign on the basis of arguing his experience in the business world was a reason to vote for him.""
"
"on Sunday, August 3rd, 2014",Rick Perry,"The United States is at ""historic record highs"" of individuals being apprehended on the border from countries with terrorist ties such as ""Pakistan or Afghanistan or Syria.""
"
"on Sunday, August 3rd, 2014",Ed  Gillespie,"""This administration is slashing the Navy to pay for more Obamacare.""
"
"on Friday, August 1st, 2014",Lenar  Whitney,"""Global warming is a hoax.""
"
"on Thursday, July 31st, 2014",David Alameel,"Says John Cornyn dodged the draft during the Vietnam War.
"
"on Wednesday, July 30th, 2014",Peter Lavelle,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program.""
"
"on Wednesday, July 30th, 2014",Bryan Fischer,"""We know how to stop AIDS: persuade men not to have sex with men.""
"
"on Tuesday, July 29th, 2014",Greg Abbott,"""We’ve had about 3,000 murders"" in connection with lax border security.
"
"on Wednesday, July 23rd, 2014",Rick Perry,"More than 3,000 homicides were committed by ""illegal aliens"" over the past six years.
"
"on Monday, July 21st, 2014", Facebook posts,"Says former Federal Reserve Chairman Alan Greenspan said that ""if the workers are more insecure, that's very healthy for the society"" because ""they'll serve the masters gladly and passively.""
"
"on Friday, July 18th, 2014",Phil Gingrey,"Amid the ""crisis at our southern border,"" there are ""reports of illegal migrants carrying deadly diseases such as … Ebola virus.""
"
"on Thursday, July 17th, 2014", Bloggers,"""North Korea is telling its people that their men’s national team is in the World Cup final.""
"
"on Monday, July 14th, 2014", Facebook posts,"Fox News is ""banned in Canada"" because it violates a law that ""prevents ‘news’ channels from lying to their viewers.""

 
"
"on Monday, July 14th, 2014",John DePetro,"""Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isn't even getting the money for that.""
"
"on Wednesday, July 9th, 2014", Bloggers,"""Justice John Roberts Signed Off On Obama’s Arrest For Treason.""
"
"on Wednesday, July 9th, 2014",Sean Spicer,"""In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the president's liberal picks, have struck down the president's executive orders.""
"
"on Wednesday, July 2nd, 2014",Matt  McGrath,"""Gov. Deal has the worst record on education in the history of this state.""
"
"on Monday, June 30th, 2014",Rush Limbaugh,"""Obama regime planned the influx of illegal alien children at the border.""
"
"on Friday, June 27th, 2014", Democratic Party of Wisconsin,"When asked by a reporter whether he’s at the center of a ""criminal scheme"" to violate campaign laws, Gov. Scott Walker nodded yes.
"
"on Wednesday, June 25th, 2014",Steve Doocy,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.""
"
"on Monday, June 23rd, 2014", Chain email,"Says Barack Obama said that ""ordinary men and women are too small-minded to govern their own affairs"" and that individuals should ""surrender their rights to an all-powerful sovereign.""
"
"on Sunday, June 22nd, 2014",Rick Perry,"Says of flood of non-Mexicans being apprehended at the border: ""These are people that are coming from states like Syria that have substantial connections back to terrorist regimes and terrorist operations.""
"
"on Wednesday, June 18th, 2014", Chain email,"President Barack Obama ""is the first president to keep a dog-trainer on retainer for $102,000 a year at taxpayer expense.""
"
"on Wednesday, June 18th, 2014", Chain email,"Barack Obama is the ""first president to file lawsuits against the states he swore an oath to protect.""
"
"on Monday, June 16th, 2014",Ted Nugent,"Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is ""one of the subhuman mongrels our president set free.""
"
"on Sunday, June 15th, 2014", Chain email,"Sens. Mark Warner and Tim Kaine voted ""to let the U.N. take OUR guns.""
"
"on Monday, June 9th, 2014", Chain email,"""Obama Signs Bill Forgiving All Student Loan Debt.""
"
"on Sunday, June 8th, 2014",Allan Fung,"Ken ""Block supports Obamacare.""
"
"on Friday, June 6th, 2014",Laura Ingraham,"U.S. Reps. Eric Cantor and Luis Gutierrez were ""touring the country last year … joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.""
"
"on Thursday, June 5th, 2014", Facebook posts,"Says Michele Bachmann said on Fox News, ""This country could use a president like Benjamin Franklin again.""
"
"on Friday, May 30th, 2014", Chain email,"Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.
"
"on Thursday, May 29th, 2014", Chain email,"""Solar panels drain the sun’s energy.""
"
"on Friday, May 23rd, 2014", Chain email,"""Obama Announces Plans For A Third Term Presidential Run""
"
"on Thursday, May 22nd, 2014",Kimberly Guilfoyle,"Obamacare is ""one big fat VA system.""
"
"on Tuesday, May 20th, 2014",Charles Van Zant,"A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""
"
"on Wednesday, May 14th, 2014", Chain email,"""No Republicans voted for"" recent hikes in the income tax, payroll tax, capital gains tax, dividend tax and estate tax. ""These taxes were all passed under … Obamacare.""
"
"on Friday, May 9th, 2014",David Dewhurst,"Wendy Davis ""was just doing a fund-raiser in Chicago with the international socialists organization.""
"
"on Friday, May 9th, 2014",Greg Abbott,"Wendy Davis raised money for a U.S. House Democrat who is a member of a Democratic socialists group.
"
"on Thursday, May 8th, 2014", Bloggers,"""Florida Democrats just voted to impose Sharia law on women.""
"
"on Wednesday, May 7th, 2014", Madison Action Fund,"Idaho Republican Rep. Mike Simpson is a ""liberal"" who voted with Nancy Pelosi to ""fund sex study programs of San Francisco prostitutes"" and ""to regulate the sale of firearms.""

 
"
"on Tuesday, May 6th, 2014",Wayne Rogers,"""There are over 200 documented cases where (Obama) has lied.""
"
"on Monday, May 5th, 2014",Rand Paul,"""For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.""
"
"on Sunday, May 4th, 2014",Gina Raimondo,"""Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.""
"
"on Friday, May 2nd, 2014",Robert Walsh,"Says gubernatorial candidate Clay Pell ""hasn't spent a dime on advertising.""
"
"on Thursday, May 1st, 2014",Brian Wilson,"Jules Bailey ""was instrumental in creating the Business Energy Tax Credit that let companies like Wal-Mart profit by $11 million while costing the Oregon general fund $33 million.""
"
"on Monday, April 28th, 2014", Drudge Report,"Says Los Angeles Clippers owner Donald ""Sterling is a Democrat.""

 
"
"on Monday, April 28th, 2014",Andrew Napolitano,"""The Constitution simply does not authorize the federal government to own any of this land (in the Western states).""
"
"on Friday, April 25th, 2014", Facebook posts,"""Over 300K home owner suicides attributed to foreclosures.""
"
"on Friday, April 25th, 2014", Chain email,"Because the EPA closed a lead smelter in Missouri, ""all lead for bullets will have to come from overseas!""
"
"on Friday, April 25th, 2014", MSNBC,"Says Charlie Crist's campaign bashed Sen. Bill Nelson's ""big-government solutions.""
"
"on Thursday, April 24th, 2014", Bloggers,"The Bundy Ranch deal is all about Nevada Sen. Harry Reid ""using federal violence to take people’s land in his state so he can package it to re-sell it to the Chinese.""
"
"on Friday, April 18th, 2014",David Dewhurst,"Dan Patrick ""changed his name from Danny Goeb to hide from"" his ""debts.""
"
"on Friday, April 11th, 2014", Freedom Partners,"Says Bruce Braley took ""tens of thousands from his friends in the health insurance industry"" and gave them ""special favors"" by voting for Obamacare.
"
"on Thursday, April 10th, 2014", Facebook posts,"Says Rep. Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings.
"
"on Friday, April 4th, 2014", Chain email,"Says Michelle Obama waved ""red communist flags"" on her trip to China.
"
"on Monday, March 31st, 2014",Mary Burke,"""Wisconsin wages are declining at double the rate of other states.""
"
"on Tuesday, March 25th, 2014", Facebook posts,"Says Marco Rubio believes the earth is 9,000 years old and that humans hunted dinosaurs to extinction; says  Rand Paul believes the earth is 10,000 years old and God removed dinosaurs ""to make space for humans.""
"
"on Thursday, March 20th, 2014", Drudge Report,"""Reporters rehearse questions with White House press (secretary).""
"
"on Wednesday, March 19th, 2014", Facebook posts,"President Barack Obama spent ""$5 billion paying Ukrainians to riot and dismantle their democratically elected government.""
"
"on Tuesday, March 18th, 2014",Andrew Napolitano,"Says President Abraham Lincoln ""tried to arm the slaves.""
"
"on Monday, March 17th, 2014", Chain email,"Says President Barack Obama told a room of students, ""Children, every time I clap my hands together, a child in America dies from gun violence,"" and then a child told him he could solve the problem by not clapping any more.
"
"on Friday, March 7th, 2014",Mary Burke,"Under Scott Walker, Wisconsin ""unemployment's up"" from 4.8% to 6.2%

 
"
"on Thursday, February 27th, 2014",Ted Nugent,"""I've been a cop in Lake County, Michigan, since 1982 thereabout. I conduct federal raids with the DEA and ATF and U.S. Marshals and the FBI and Texas Rangers.""

 
"
"on Wednesday, February 26th, 2014", Facebook posts,"Says Nancy Pelosi said, ""Waiting long hours in the emergency room will allow you to make new friends!""
"
"on Tuesday, February 25th, 2014", Bloggers,"A YouGov.com poll shows 71 percent of Obama voters regret voting for him.
"
"on Tuesday, February 25th, 2014",Richard Durbin,"Under current policies, ""we're going to reduce the overall debt of the United States by $3 trillion over the next 10 years.""
"
"on Monday, February 24th, 2014",Matt Bevin,"""Mitch McConnell voted with Harry Reid to infringe on our gun rights.""
"
"on Wednesday, February 19th, 2014", Tweets,"A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.
"
"on Sunday, February 16th, 2014",Jonathan Boucher,"""The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.""
"
"on Wednesday, February 12th, 2014", Facebook posts,"Says Michele Bachmann said ""English was good enough for Jesus when he wrote the Bible.""
"
"on Monday, February 10th, 2014",Steve Stockman,"John Cornyn ""voted twice in 2013 to back Obama’s amnesty plan.""
"
"on Thursday, February 6th, 2014", Chain email,"Says President Barack Obama has issued upwards of 1,000 executive orders, more than any modern president.
"
"on Wednesday, February 5th, 2014",Ann Coulter,"A friend’s sister ""died from Obamacare"" because Blue Shield ""completely just pulled out of California.""
"
"on Wednesday, January 29th, 2014",John Cornyn,"""25% of human trafficking victims are located in Texas.""
"
"on Tuesday, January 28th, 2014",Justin Barasky,"Monica Wehby and Jason Conger are ""causing devastating consequences"" for nearly 23,000 Oregonians looking for work.
"
"on Friday, January 24th, 2014",Louie Gohmert,"""Forty years ago, hardly anybody in the country had health insurance.""
"
"on Monday, January 20th, 2014",Ron Johnson,"""The average rate of fraud"" in the Earned Income Tax Credit, Medicare, Medicaid and food stamps programs ""is 20 to 25 percent.""

 
"
"on Sunday, January 19th, 2014",David Cullen,"Action by the Milwaukee County Board will ""provide the County Executive with the same level of security as the Governor and the Mayor of Milwaukee while saving taxpayers $300,000.""
"
"on Thursday, January 16th, 2014",Andrea Tantaros,"During the lead-up to the American Revolutionary War, ""some guy in Boston got his head blown off because he tried to secretly raise the tax on tea.""
"
"on Thursday, January 16th, 2014",Mary Burke,"Scott Walker's income ""tax plan is a tax hike. It increases taxes for nearly 80% of the people in the state.""
"
"on Wednesday, January 15th, 2014",Bill Post,"Oregon Rep. Tina Kotek, D-Portland, has ""never held a job nor run a business""
"
"on Wednesday, January 8th, 2014",Rush Limbaugh,"Says the media created the term ""polar vortex"" and the cold air proves ""the ice isn’t melting.""
"
"on Sunday, January 5th, 2014", For Our Daughters RI,"""Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.""
"
"on Thursday, January 2nd, 2014", Bloggers,"""Obamacare Medical Codes Confirm: Execution by Beheading To Be Implemented in America.""
"
"on Sunday, December 22nd, 2013",Chris Christie,"""The fact that one town has three lanes dedicated to it, that kind of gets me sauced.""
"
"on Monday, December 16th, 2013",Bryan Fischer,"""By the word religion in the First Amendment, the founders meant Christianity.""
"
"on Monday, December 16th, 2013", Bloggers,"School children can earn higher grades by studying Islam under a new ""nationwide Muslim outreach program"" announced by President Barack Obama.
"
"on Friday, December 13th, 2013",Barry Smitherman,"""The Earth is not warming.""
"
"on Thursday, December 5th, 2013", Facebook posts,"Says Vladimir Putin said, ""President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.""
"
"on Wednesday, December 4th, 2013",Jeb Bush,"""Why would our president close the embassy to the Vatican? Hopefully, it is not retribution for Catholic organizations opposing Obamacare.""
"
"on Tuesday, December 3rd, 2013",Allen West,"""Back door gun control is in full effect in the United States"" due to ""Obama’s Environmental Protection Agency.""
"
"on Tuesday, November 12th, 2013", Mr. Conservative,"Says the Obama administration is handing out a pamphlet titled, ""What To Do When The Veteran In Your Classroom Attempts A Mass Shooting""
"
"on Thursday, November 7th, 2013",Scott Walker,"With a bill bringing $100 million in property tax relief, ""the typical Wisconsin homeowner will save approximately $680 over four years.""
"
"on Wednesday, November 6th, 2013",Glenn Beck,"Says Barack Obama ""knew half of the population of the United States would lose their health insurance.""
"
"on Wednesday, November 6th, 2013",Barack Obama,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""
"
"on Sunday, November 3rd, 2013",Chris Abele,"""We’re one of the only communities in the country that didn’t lose population in the last census.""
"
"on Thursday, October 31st, 2013", Democratic Governors Association,"""Texas Governor Rick Perry’s voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.""
"
"on Wednesday, October 30th, 2013",Kathleen Sebelius,"""If I have affordable coverage in my workplace, I'm not eligible to go into the marketplace. ... It’s illegal.""
"
"on Wednesday, October 30th, 2013", Rhode Island Tea Party,"""Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.""
"
"on Monday, October 28th, 2013",Amardeep Kaleka,"Wisconsin sold fresh water to California, helping that state's dairy industry, and ""lost a bunch of jobs (and) a bunch of farmland.""
"
"on Sunday, October 27th, 2013", Next Generation Climate Action Committee,"Says Ken Cuccinelli wants ""to eliminate all forms of birth control.""
"
"on Wednesday, October 23rd, 2013",Paul LePage,"""About 47 percent of able-bodied people in the state of Maine don’t work.""
"
"on Monday, October 21st, 2013", Florida Stop Common Core Coalition,"The goal of Common Core is ""to instill federally determined attitudes and mindsets in students including political and religious beliefs.""
"
"on Thursday, October 17th, 2013", Chain email,"Congressional lawmakers earn their salaries ""FOR LIFE,"" which for House Minority Leader Nancy Pelosi would add up to ""$803,700 Dollars a year for LIFE including FREE medical.""
"
"on Wednesday, October 16th, 2013",Ann Coulter,"""No doctors who went to an American medical school will be accepting Obamacare.""
"
"on Tuesday, October 15th, 2013",David Dewhurst,"The White House had a live video feed of the Benghazi attacks as they occurred.
"
"on Monday, October 14th, 2013", Fact Check Florida,"A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott.
"
"on Friday, October 4th, 2013", Facebook posts,"Says a man opted out of Obamacare after the marketplace launched on Oct. 1, 2013, and was informed he owed a $4,000 fine.
"
"on Thursday, October 3rd, 2013", Bloggers,"""Obama Declares November National Muslim Appreciation Month.""
"
"on Wednesday, October 2nd, 2013",Terry McAuliffe,"Ken Cuccinelli ""tried to shut down"" state government.
"
"on Tuesday, October 1st, 2013",Jeb Hensarling,"In a ""sweetheart deal … members of Congress, thanks to the Obama administration, are going to be the only people in America to get subsidies in the Obamacare exchanges.""
"
"on Friday, September 27th, 2013",Tom Graves,"Warren Buffett says stop Obamacare now and start over.
"
"on Thursday, September 19th, 2013",Betsy McCaughey,"""Obamacare will question your sex life.""
"
"on Tuesday, September 17th, 2013", Bloggers,"Warren Buffett recently said ""Scrap Obamacare and Start All Over.""
"
"on Friday, September 13th, 2013",Debbie Wasserman Schultz,"The United States ""stood alone in the war in Iraq.""
"
"on Sunday, September 8th, 2013",Chris Larson,"Says Gov. Scott Walker ""hasn't done a public event this entire year.""
"
"on Friday, September 6th, 2013", Chain email,"An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was ""dragged through the streets"" and abused.
"
"on Thursday, August 29th, 2013",Mike Huckabee,"""America’s gun-related homicide rate … would be about the same as Belgium’s if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.""
"
"on Wednesday, August 21st, 2013", Bloggers,"Obamacare provision will allow ""forced home inspections"" by government agents.
"
"on Monday, August 19th, 2013",Eric Cantor,"Under Obamacare, ""The IRS will have access to the American people’s protected health care information.""
"
"on Monday, August 12th, 2013", Chain email,"A United Nations working group has ""adopted a proposed agenda"" to enable member nations to ""disarm civilians within their borders.""
"
"on Thursday, August 8th, 2013",Ramey Ko,"Says some Austin school district classrooms lack electrical outlets.
"
"on Tuesday, July 30th, 2013",Sarah Palin,"""I was banned from talking about"" Bill Ayers during the 2008 presidential campaign.
"
"on Monday, July 29th, 2013",Marco Rubio,"Under Obamacare, ""75 percent of small businesses now say they are going to be forced to either fire workers or cut their hours.""
"
"on Friday, July 26th, 2013", Chain email,"""U.S. Department of Homeland Security has told banks -- in writing -- it may inspect safe deposit boxes without warrant and seize any gold, silver, guns or other valuables it finds inside those boxes!""
"
"on Thursday, July 25th, 2013", BuzzFeed,"""In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.""
"
"on Tuesday, July 23rd, 2013",Michele Bachmann,"
	""The president … by executive order"" could grant voting rights to illegal immigrants who are newly legalized under pending legislation.
"
"on Tuesday, July 23rd, 2013", Chain email,"
	A ""hidden"" provision in the health care law taxes sporting goods as medical devices.
"
"on Saturday, July 20th, 2013",Terry McAuliffe,"
	Says an investigative report concluded Ken Cuccinelli ""should have been prosecuted"" for disclosure violations, but Virginia's law was too weak.
"
"on Tuesday, July 16th, 2013",Kathleen Ford,"
	""Private prison systems are calculating how many new beds (they will need) based on the ... number of third graders.""
"
"on Friday, July 12th, 2013",Gilberto Hinojosa,"Says if Texas abortion measure passes, ""someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.""
"
"on Tuesday, July 9th, 2013",Rachel Maddow,"Says Ohio budget item later signed into law by Gov. John Kasich requires women seeking an abortion to undergo a  ""mandatory vaginal probe.""
"
"on Tuesday, July 9th, 2013", Chain email,"
	Obamacare ""will provide insurance to all non-U.S. residents, even if they are here illegally.""
"
"on Friday, July 5th, 2013",Rick Perry,"
	""Abortion is the second-most conducted surgical procedure in this country.""
"
"on Friday, June 28th, 2013", Patriot Majority USA,"
	Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with ""taxpayer-funded health care for life.""
"
"on Wednesday, June 26th, 2013", Bloggers,"The immigration bill includes free ""Obamacars,"" motorcycles or scooters.
"
"on Wednesday, June 26th, 2013",Lauren Benedict,"
	U.S. Rep. Phil Gingrey wants public schools to teach women to ""stay in their place.""
"
"on Wednesday, June 26th, 2013",Peter Barca,"
	Under Republican-backed state budget, the state education agency estimates expansion of Wisconsin’s school voucher program ""could cost nearly $2 billion annually""
"
"on Tuesday, June 25th, 2013",Rick Scott,"
	Says Florida didn’t offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.
"
"on Monday, June 24th, 2013",Jodie Laubenberg,"
	Says a ""rape kit"" can be used to ""clean out"" women, ""basically like"" dilation and curettage.
"
"on Monday, June 24th, 2013",Ron Hood,"Says abortion increases the risk of breast cancer.
"
"on Friday, June 21st, 2013",Barack Obama,"
	The Foreign Intelligence Surveillance Court ""is transparent.""
"
"on Wednesday, June 19th, 2013",Charlene Lima,"
	Rhode Island ""didn't ratify the 13th Amendment to the Constitution to pay federal income taxes. So Rhode Island doesn't even have to pay federal income taxes.""
"
"on Tuesday, June 18th, 2013",Saxby Chambliss,"
	""The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.""
"
"on Friday, June 14th, 2013", Chain email,"
	A hidden provision in Obamacare taxes sporting goods as medical devices.
"
"on Tuesday, June 11th, 2013", Progress Texas,"
	Says two-thirds of groups targeted for IRS scrutiny were not conservative.
"
"on Saturday, June 8th, 2013", Chain email,"
	Says ""At age 76 when you most need it, you are not eligible for cancer treatment"" under Affordable Care Act.
"
"on Friday, June 7th, 2013",Tom Letson,"
	Says Gov. John Kasich implied that a portion of workers’ compensation rebates to employers ""should be directed back to him in the form of campaign cash.""
"
"on Wednesday, June 5th, 2013",Harry Alford,"
	The National Rifle Association was ""founded by religious leaders who wanted to protect freed slaves from the Ku Klux Klan.""
"
"on Thursday, May 30th, 2013", Chain email,"Says the word ""Dhimmitude"" is on page 107 of the health care law and means ""Muslims are specifically exempted from the government mandate to purchase insurance.""
"
"on Monday, May 20th, 2013",Michele Bachmann,"The IRS is going to be ""in charge"" of ""a huge national database"" on health care that will include Americans’ ""personal, intimate, most close-to-the-vest-secrets.""
"
"on Friday, May 17th, 2013",John DePetro,"Boston Marathon bombing suspect Tamerlan Tsarnaev is buried ""not far"" from President Kennedy’s grave.
"
"on Thursday, May 2nd, 2013",Wayne Smith,"""Science has not shown greenhouse gases to be a problem.""
"
"on Tuesday, April 30th, 2013", Republican Governors Association,"
	Accuses Ed FitzGerald of ""pay-to-play and corruption politics.""
"
"on Monday, April 29th, 2013", Ohio Oil and Gas Association,"
	""Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.""
"
"on Sunday, April 28th, 2013", Susan B. Anthony List,"
	New Virginia regulations on abortion clinics ""provide the same sanitary environment we expect of dental offices.""
"
"on Thursday, April 25th, 2013",Rick Perry,"Says he has ""yet to get a response"" from Barack Obama to his August 2010 letter making border security requests.
"
"on Friday, April 19th, 2013", Associated Industries of Florida,"
	The ""working tax cut"" created ""over 40,000 new jobs in just the last four years.""
"
